,price
2127,395000
4858,260000
12099,299500
5350,299000
12609,279000
3170,349000
4164,299000
12642,429210
12001,569000
888,459000
11606,115000
8929,395000
1355,200000
5345,768000
8920,75000
12785,158400
4254,147000
11471,189000
3175,425000
11914,298000
406,412900
11175,130000
10351,292315
1887,275000
2443,399000
7549,159000
6962,289000
10025,370000
6528,229000
10661,269000
5871,506900
4416,298000
2795,500000
3802,125000
8480,372000
8044,269000
5973,269000
5349,139000
3405,395000
3899,370000
6658,588000
4095,195000
3487,250000
4729,240000
12381,60000
12899,210000
6200,745000
840,525000
404,550000
1031,249000
2313,359000
9466,265000
521,650000
6028,319000
4454,159000
1876,159000
12123,375000
11962,345000
13045,360000
3816,349000
6274,169000
3003,89000
12542,385000
13069,160000
4997,365000
36,346866
3335,109000
11186,395000
3766,439000
4301,299000
2311,438000
2995,85000
4302,295000
7735,547000
6943,445000
4863,125000
2375,239000
389,350000
7770,495000
5133,374000
9751,579000
4693,333333
4496,250000
9317,250000
6445,290000
1057,225000
6368,240000
1821,185000
10611,399000
3463,115000
2243,325000
7392,275000
10867,255000
11849,349000
11456,210000
8133,269000
1366,285000
3678,314000
10125,395000
5707,250000
5632,165000
1672,325000
6303,180000
5166,459000
5618,699000
3371,325000
434,309500
12971,550000
2509,299000
3479,249000
5832,275000
12065,445000
3773,319500
12222,290000
12505,545000
392,79000
7795,204303
12636,124900
6747,350000
6886,525000
2776,99000
7672,155000
13067,377000
10929,350000
12456,185000
8018,395000
12427,219000
12706,259000
8030,395000
10373,695000
999,439000
7756,399000
11983,299900
9132,380000
11954,310000
5020,395000
407,543000
7578,325000
12129,249999
7796,220000
1655,348500
10505,295000
103,499000
12851,369000
6594,199000
8000,239000
107,374000
1030,399000
12624,130000
7169,239000
7503,260000
4511,149900
3418,135000
2098,189000
844,275000
8589,200000
12236,249000
1188,379000
8493,379000
12976,249000
11845,294000
10294,359000
1840,225000
2008,225000
12572,270000
1112,329000
7164,319000
3073,479000
2641,180000
10158,329000
7436,125000
3393,637000
1420,715000
961,160000
10643,299000
294,99000
13114,309000
3211,269000
3754,275000
3016,145000
8625,595000
5748,399000
794,125000
8069,545000
8185,150000
2193,299000
2022,465000
7957,353000
10493,250000
8738,232000
12759,315000
7523,275000
5017,115000
6311,179000
1809,315000
12200,725000
2801,200000
4114,300000
10217,525000
5735,220000
1129,249000
7934,298000
2191,450000
8127,195000
8269,425000
10310,105000
2821,159000
12304,399000
10794,345000
7780,215000
12242,315000
5761,445250
3223,305000
46,365000
6016,295000
7988,149000
5285,250000
11665,520000
6300,350000
10017,239000
12715,125000
9099,515000
12701,399000
11253,178000
7407,420300
6853,125000
12751,425000
6174,630000
7531,228000
3513,319000
2774,245000
7673,440000
4155,645000
2389,560000
9771,440600
2656,110000
2892,575000
8875,399000
3820,249900
7920,188000
7315,330000
8767,489000
5604,325000
8954,310000
10696,370000
6918,99999
2705,149000
8454,159000
7661,259000
4369,385000
11347,135000
976,535000
10840,565000
5535,319000
4381,360000
12133,270000
5752,700000
9516,174900
2189,229000
906,199000
10641,495000
2951,199000
6519,699000
2171,269000
10119,238000
996,355000
1291,1750000
6807,115000
4282,179000
11999,245000
13115,340000
10295,400116
5368,175000
7891,270000
6332,525000
1142,459000
2869,395000
4824,355000
8143,497000
11098,219000
11216,338000
2170,105000
11180,189000
8785,388344
5671,495000
11352,352500
3267,505000
12725,235000
8229,165000
2557,149000
8580,549000
12339,80000
12950,304000
10230,525000
9231,195000
6969,365000
626,300000
5322,279000
1018,379000
8241,379000
2888,299500
10940,299000
11526,429000
10038,255000
10036,319000
4954,330000
8264,329000
2220,739000
4602,87000
10030,435000
5636,470000
5240,285000
8899,371309
12975,208000
4322,213500
10762,639000
2777,260000
237,339000
7230,367726
12432,427824
2197,139000
4220,179000
9374,375000
8620,295000
12819,178137
2045,339000
5203,249000
4892,475000
778,287073
5723,430000
6315,315000
7956,314000
5243,545000
12689,280000
8334,299000
5257,675000
2480,315000
3379,195000
5718,310000
2896,599000
12446,230463
11610,535000
2560,421000
5096,185000
10328,139999
10367,374950
2782,150000
4297,695000
10219,290000
8408,299000
8607,259000
9460,249000
6309,310000
8724,220000
6372,485000
10768,315000
11552,295000
11625,445000
6629,199000
13113,229000
5814,115000
746,420000
7804,115000
2616,245000
8772,300000
3863,190000
3157,365000
12355,680000
6986,495226
10001,299000
10044,67500
3384,129000
11308,450000
11740,465000
2250,199000
7477,375000
11438,255000
9368,400000
6330,429000
3408,99000
12601,439900
4605,280000
10438,529000
8458,402947
11589,369000
1508,429250
9318,650000
2093,235000
10824,169000
8851,449000
12684,275000
1735,289000
8515,109000
12682,280000
2369,299000
11014,198499
11037,340000
6964,419106
5157,150000
8076,369500
1321,297000
240,437000
8166,536500
1249,391887
6567,260000
2797,199000
2363,420000
8832,185000
12886,76000
8984,390000
9157,255620
1469,299000
8648,85000
6927,358000
7875,150000
12443,499900
9281,280000
5437,225000
10277,300000
9767,225000
10341,99000
694,379000
5683,599000
13000,275000
7054,185000
88,325000
6001,325000
3735,365000
8441,159000
1974,325000
2359,270000
1012,95000
9750,549000
77,235000
11319,300000
8296,399000
11348,285000
837,550000
6778,549000
6564,249999
10311,249000
7370,139500
11155,367900
1245,319900
4235,298000
7865,178000
5119,79500
108,499000
11303,260000
12855,265000
8884,498000
7124,645000
12400,695000
10971,350000
1572,429000
854,299000
8637,375000
7250,299000
7644,375000
8764,700000
12883,330000
2980,315000
899,453000
379,145000
5982,175000
8015,349000
7340,299000
12555,539000
9893,349000
6328,279000
10991,175000
2285,179000
8440,350000
12556,270000
10368,125000
3609,345000
9682,299000
463,193000
5494,285000
3862,420000
9083,675000
9842,270000
3428,252000
147,225000
1622,239000
1431,189000
6191,150000
8604,149500
4469,329000
9656,1290000
8617,525000
7442,259000
1410,75000
10601,395000
3807,155000
5913,189000
12208,319000
3149,239000
124,435000
8130,365000
11237,390943
1521,224000
4521,210000
575,179000
6138,439000
3486,429500
6058,145000
10816,475000
3977,650000
11070,399000
759,225000
700,220000
13134,418000
11579,349000
6370,535000
826,315000
5253,295000
12910,210000
6139,639000
10517,452550
12854,649500
76,159000
2595,349999
11541,225000
742,509000
10072,135000
5206,98000
6839,199000
6137,267500
9190,203500
10623,245000
7807,199000
9730,439000
4631,315000
2702,370000
6561,185000
2395,338000
8903,105000
2608,299900
5396,170000
2373,350000
6545,569000
12818,335000
5522,95000
5071,355000
2635,495000
3005,175000
126,260000
7931,270000
4677,276000
1850,240000
2023,299000
8978,272500
712,429000
526,365000
9657,203000
11785,169000
3702,185000
776,340000
4717,199000
6810,80000
1158,435000
1609,475000
9715,365600
3339,279000
12169,380000
1190,475000
2455,199000
10812,266595
6818,195000
4960,420000
8399,495000
9747,349000
290,239000
987,239000
9240,695000
5765,389000
6965,423288
12656,249000
5461,189000
5767,255000
10796,135000
2095,300000
8304,165000
1812,229000
5616,650000
4052,195000
2450,745000
3881,401089
4873,465000
3182,695000
9182,160000
5013,245900
1713,228000
11744,504000
8103,369000
6933,285000
11243,145000
6446,2950000
7984,50000
10529,259000
11813,219000
1566,275000
9423,370000
4372,297500
11012,265000
5059,274000
7694,395000
9235,326000
3695,328000
10584,250000
8576,255000
11006,329000
6851,595000
7187,209000
9774,284000
3279,349000
2508,255000
3336,329000
3028,150000
4518,169000
4086,549000
10472,650000
2172,299000
6949,338000
8362,247000
3216,295000
11786,205000
9714,73500
657,237247
11365,290000
3750,275000
2296,460000
5221,399000
1171,390000
1277,385000
12739,185000
1837,250236
7647,260000
1491,40000
1914,415000
3252,199000
594,250000
3651,220000
6020,219000
4665,92000
11024,374900
10504,25000
12016,170000
532,229000
11277,95000
66,695000
4245,319000
3592,270862
6165,269000
2773,189000
9135,159000
11481,319000
11483,135000
4472,315000
9596,139000
2026,249000
6675,391127
8482,454875
12793,349000
10327,210000
5123,520000
9588,268000
10106,350000
6122,270000
6416,345000
6874,135000
9484,129900
451,273000
6978,100000
1075,299000
5439,190000
11125,550000
12288,359000
828,699000
1689,387269
3493,225000
11140,426976
1564,190000
4243,129500
10620,230000
12045,389000
10827,165000
2708,135000
683,1350000
3782,436209
7777,735000
9687,255000
12019,345000
4178,220385
3571,765000
3507,139000
10885,274900
7363,349900
10590,449000
9410,369000
3208,273000
2944,479000
7737,395000
8759,498000
5611,249000
2573,285000
9901,259000
4311,289000
6345,295000
11701,240000
6799,190000
4636,270000
7831,120000
6272,335000
9165,388000
9334,250000
4751,185000
3557,479000
11551,215000
2445,275000
6877,375000
6010,295000
10886,309000
1465,175000
9741,145000
3524,295000
12460,249000
4684,569000
5220,230000
3642,285000
11803,285000
10421,195000
3637,390000
2860,180000
9422,120000
1671,389000
9515,595000
6481,220000
648,435000
12755,339000
8318,329000
9031,250000
2422,285000
9308,235000
2004,195000
12447,385000
1387,449000
6031,297000
8053,275000
3516,575000
8516,259000
9808,295000
6262,289000
5029,350000
8988,560000
2526,297000
3630,180000
4401,298000
8120,165000
6120,325000
6079,325000
7906,299979
8024,39000
11408,280000
12073,299000
8281,289000
4748,229000
11769,368000
4054,245000
7149,395000
2647,220000
3468,250000
233,447854
8973,395000
6389,179000
2611,215000
11828,450000
3734,159000
9635,695000
5283,135000
9469,90000
3905,335000
9349,250000
9113,159000
1252,199000
3613,339000
2125,275000
9172,276693
790,364000
3689,325000
90,130000
6113,78000
9495,199000
10408,290409
7783,520000
11967,125000
3295,389000
6213,337000
12608,285000
8923,369106
12987,515000
12249,385000
11096,334500
7325,430000
5299,639000
12692,269000
4357,395000
6473,175000
905,218000
2811,350000
1763,590000
10059,150000
6399,229000
8716,489000
319,105000
2603,220000
8934,250000
1556,345000
6040,620000
8292,364375
12181,454000
4815,99000
110,385000
3166,649000
2062,280000
7368,116500
4162,298000
6716,549000
4610,599000
2974,269999
10667,199000
12880,50000
727,259000
7120,279000
3402,99000
10779,258000
8486,385000
8893,680000
6376,189000
3290,464500
12003,298000
11824,249000
8135,295000
8446,599106
8188,175000
2717,279000
3095,530000
12106,195000
9340,209000
10646,795000
7040,120000
8082,275000
9891,559000
1894,384000
217,649900
5852,299000
2224,268800
3917,145000
1696,449000
7203,279000
5894,495000
9791,443000
5466,528000
2601,330000
4853,129000
1041,135000
6475,290100
11634,170000
12576,139000
9610,349000
10980,399000
4091,235000
12481,259000
41,408318
6858,195000
2434,497000
9386,530000
8423,315000
12988,765000
2634,345000
5564,199000
1688,595000
3168,345000
4041,318000
1751,598000
6435,600000
6301,359000
151,395000
9244,125000
2700,379000
4467,275000
12863,475000
3771,690000
9166,189500
4934,438000
11522,416000
9696,99000
5275,195000
525,497000
12519,260000
11360,269000
8501,420000
3759,460000
343,499000
7715,490000
7280,275000
9048,219000
702,239000
11707,335000
8306,180000
57,409000
6698,250000
8052,399000
1470,520000
8665,349900
1980,209000
10094,200000
11064,349000
230,539000
9407,149000
2115,380000
6166,195000
10690,450000
7660,299000
11920,371000
9871,725000
10324,269000
10173,319000
495,189000
6141,625000
10302,169500
9925,295000
10776,465000
2655,98500
3924,70000
10737,319000
5136,249000
11654,595000
8726,385000
8953,262850
1765,369000
8288,450000
10855,115000
4371,225000
919,149000
2319,389000
12650,390260
4278,409498
3381,413513
10192,245000
11378,350000
5297,430000
11527,549000
12204,402500
12848,525000
744,389000
7402,399000
3477,299500
9090,669000
10740,425000
4849,339000
7974,199000
542,265000
9112,479000
3733,235000
4919,390000
8656,550000
6784,140000
10688,145000
9161,273833
11196,225000
12478,415000
8763,215000
10479,448000
2031,369000
12162,595000
11120,165000
3060,375000
2544,299000
4009,299000
9370,235000
10568,595000
625,179000
5603,199000
6820,75000
4092,425000
8570,325000
3653,190000
7572,373636
13136,327659
11148,195000
11660,239000
10660,155000
11153,498000
8026,169000
808,395000
10862,290000
4353,329000
12631,90000
9906,299500
7348,349900
3805,125000
1664,227179
8687,565000
12551,352000
4430,450000
19,275000
9479,229000
10523,250000
4491,335000
10122,399000
4947,375000
7309,399500
9957,209000
8510,239000
12373,120000
2781,365000
10884,249000
12477,279000
6884,280000
1871,383000
12782,300000
9993,295000
11427,292500
1970,450000
6074,745000
9476,322061
1973,350000
6587,313000
7962,118000
2916,275000
3014,180000
6634,227900
4763,119000
10513,170000
13082,110000
6086,186000
11561,220000
12360,95000
3452,250000
2111,214000
6249,394657
9907,239000
7662,398000
11267,195000
2770,348000
2182,425000
7091,490000
1942,120000
8876,245000
277,365000
9508,549000
7542,225000
11152,519000
3445,315000
7376,450000
8081,303774
11992,225000
4053,270000
10722,110000
5834,65000
9662,399000
7852,449000
3967,250000
3919,70000
4725,248000
9786,398000
5160,240000
3042,315000
9977,432800
11085,499000
12526,299000
10728,425000
4731,279000
9287,444828
6326,329000
11486,325000
10031,266294
5443,399000
432,110000
11861,250000
11150,295000
8577,598000
1992,447000
4896,465000
1452,495000
9812,95000
2528,315000
4062,229000
7625,394000
12493,225000
12413,495000
10904,475000
4654,189000
5554,140000
243,416500
11647,135000
4085,460000
7356,295000
6433,595000
1934,630000
11801,195000
2744,210000
2716,279000
1375,386248
2667,279000
9332,260000
5152,234000
10389,289000
6155,375000
9573,524000
4184,250000
3765,347000
10104,365000
7207,199000
8421,245000
12217,149000
12036,484000
11771,389000
7233,369000
2784,219000
1363,299000
9732,175000
12578,535000
9439,369500
6847,298000
2765,289000
4046,85000
7034,179000
10074,139000
11763,365000
10908,425000
9725,149000
8582,410671
5302,140000
8289,315000
2106,365000
4767,265000
9295,335000
9743,415000
7513,172000
12109,315000
9507,525000
1601,365000
6879,179000
13072,240000
9417,180000
9761,155000
10488,390000
8788,85000
6033,445000
7172,319000
3207,159000
6771,395000
6788,170000
7272,125000
4226,169000
5877,309000
11087,475000
11435,309600
3529,325000
5545,185000
12595,349000
12192,2250000
11907,239000
7135,550000
2305,175000
99,650000
39,334144
1569,685000
3551,649000
866,330000
7163,410000
7618,239500
12897,260000
8578,295000
3280,315000
6602,415000
12920,355126
7890,475000
1374,299000
1915,451544
797,379000
10461,295000
12082,239900
11246,235000
1347,630000
624,249900
11130,485000
11796,750000
11094,445000
11357,312000
7667,85000
10556,425000
6592,435000
11222,145000
8113,450000
5786,255000
6800,199500
6837,205000
10949,260000
3856,395000
4840,475000
9073,382000
3314,245000
9100,445000
1758,432700
81,498000
6907,290000
13002,362000
6727,649000
8243,220000
164,399000
7389,315000
11223,249000
12881,245000
9037,155000
2126,199000
6248,334000
10416,269000
2131,200000
11727,309000
12262,350000
7914,270000
2499,239000
7656,195000
2844,225625
11082,195000
8554,499000
11856,245000
1108,250000
10103,356800
7200,99000
5838,336000
1911,249000
5468,298800
7285,199000
6329,545000
4069,230000
4561,225000
7045,379000
5237,345000
4456,429000
5499,499000
2500,399000
2255,179000
8307,369000
3895,495000
13003,348000
10771,349000
1877,189000
12406,180000
6211,395220
9609,395000
10371,90000
12879,249900
11029,245000
5860,95000
7421,475000
11873,263500
13121,319000
154,375784
2203,320000
4005,745000
3659,295000
1669,389000
10522,345000
2208,325000
5394,349002
7414,325000
12962,357000
6723,540000
13110,473000
489,230000
12972,379000
887,359000
12325,595000
11746,75000
7070,425000
3560,449000
9409,227000
5159,329000
5642,499000
1238,385000
8042,529000
6218,335000
9744,150000
10174,399000
7615,499000
705,479000
1900,265000
3519,475000
10248,545000
4196,224610
11343,330000
4794,259000
12570,249000
9253,396280
2906,319985
11718,100000
1715,290000
7314,275000
4446,235000
3831,249000
10265,489000
12397,615000
4479,342500
3150,430000
11071,360000
2846,210000
8199,169000
3097,597500
161,279500
3849,449000
10200,465000
6090,549000
3197,425000
6508,99000
8437,195000
9246,326000
255,290000
10085,229000
12431,499000
6292,172000
6875,430000
7873,199000
5690,374500
10633,255500
12107,437000
5429,470000
9619,560000
8517,314900
10650,109000
8865,245000
2501,523687
12800,180000
7374,270000
845,349000
6189,390000
6878,790000
7886,267900
6422,330000
3489,375000
11806,375000
6706,197000
3704,485000
6680,455493
3907,129000
3448,279000
4204,269000
4920,248500
8444,397000
1097,259000
8723,375000
12070,449000
3282,469000
8465,350000
9322,369000
482,250000
9467,175000
8484,549000
6923,369000
5009,230000
12251,70000
7396,270000
2139,118000
11987,283000
12663,190000
12072,189000
8393,509000
9553,299000
12612,175000
7699,199000
2503,329000
789,439000
8366,375000
4044,299000
12386,155000
8856,549000
8536,235000
11276,362134
7403,434200
5759,135000
9916,68000
12961,360000
3846,695000
3108,475000
405,125000
6018,440000
10304,246000
2423,420000
8333,335000
4146,299000
10161,399000
4648,499000
10134,545000
1119,350000
10070,215000
2415,695000
10769,565000
11912,349000
4310,372000
6942,385000
6388,179000
2759,299000
9982,145000
12301,225000
6537,301300
13050,440000
3024,360000
1256,206000
7994,170000
1939,169000
2931,315000
2877,359000
11975,385000
5247,303400
6535,330000
571,265000
3107,375000
4906,272500
3217,179000
3121,790000
5764,330000
7734,745000
7813,199000
10594,170000
5423,175000
10923,439000
5597,435000
9041,318637
935,285000
859,730000
6226,385000
1788,220000
6842,170000
7490,482000
6994,180000
358,325000
12749,375000
2739,79000
693,550000
2474,539000
12132,460000
2448,278000
10061,89000
11695,325000
2481,675000
11995,125000
10861,349000
858,170000
12371,219999
5960,595000
9883,399000
3109,290000
8766,559000
6888,180000
8050,445000
4638,290000
12824,299000
11328,450738
5888,699000
8677,525000
2934,285000
12093,109000
11010,380000
4620,349000
958,379000
5186,346000
7086,145000
4000,155000
11745,195000
9091,335000
415,297000
4834,165000
9088,445000
9613,395000
11825,155000
6151,435000
3041,119000
6160,330000
7634,465000
10694,189000
4510,200000
2260,545000
12302,249000
3235,345000
5121,247000
7293,371000
6930,469000
7597,308374
11499,339000
11946,110000
3353,349000
4169,315000
9652,675000
11547,456000
12875,120000
7898,250000
11397,245000
2116,325000
10175,190000
9432,240000
3495,598000
2388,300000
883,90000
1828,275000
10093,189000
11687,359000
3576,362500
10926,349500
11218,235000
12533,233000
8380,450000
11311,180000
8703,399500
11428,255000
7754,435000
2857,398000
2332,438139
9633,215000
8779,345000
7764,339000
1162,648000
955,589000
5830,499850
2952,379000
7257,599000
5234,349500
11081,259000
5093,427424
8136,149000
717,265000
12837,290000
764,277377
3359,239000
12878,295000
2530,250000
2807,376100
5072,380000
9150,349000
2103,189000
3530,238000
3887,320000
6396,278720
11165,190000
12252,179000
11793,264000
9567,415000
7970,405000
9821,239900
4144,289000
12499,325000
11134,375000
2498,215000
4439,295000
6377,349000
10817,396000
12309,770000
644,249000
1834,419000
1052,300000
7433,495000
5143,395000
5420,540000
9271,395538
1339,595000
12552,419000
11988,375000
4422,379000
7514,295000
12786,625000
3047,197000
8275,350000
8297,325000
7432,285000
7559,766014
1380,199000
3549,386500
4334,319000
4746,295000
9356,290000
10803,60000
2853,320000
4837,293971
9280,342000
6398,595000
7479,339000
3789,437000
8303,119000
7658,269000
4520,239000
12736,495000
1034,375000
8189,140000
2222,310000
7522,229000
1982,419000
12568,445000
5178,350000
9003,195000
4202,574261
12462,115000
6061,249000
7050,345000
6063,49500
11911,360000
9759,420500
2218,249000
7430,149500
6512,190000
8560,49000
5392,485000
9156,349000
6772,219000
7692,124900
2596,280000
6953,335000
10447,225000
10766,219000
4515,480000
3510,290000
9213,700000
6012,375000
11944,370000
4312,399000
7895,390000
682,138000
12788,329000
3134,650000
11201,259000
7283,285000
2440,425000
11934,310000
11131,398000
5546,250000
2179,79999
11767,289000
5113,380000
8728,275000
5816,240000
10210,465000
4270,169000
3,255000
9352,350000
9039,155000
3550,221914
6134,200000
6621,300600
12075,269000
2014,329000
8992,395000
2417,585000
5682,459000
6689,449000
4747,160000
7300,220000
7862,299500
7952,299000
12225,259000
11122,349000
2108,99900
10360,349000
606,425000
816,110000
313,239000
11976,398000
1797,575000
5455,179000
8827,150000
4112,230000
10150,434100
4819,75000
10956,219000
2253,265000
4315,599000
1146,325000
12172,795000
11822,249000
1033,278000
8885,410222
448,225000
238,658666
6378,270000
4964,275000
9154,285000
116,399809
11141,195000
9341,299000
8477,195000
10809,185000
731,204000
10146,295000
3469,169900
11203,298000
12747,229000
7174,398000
4669,775000
6956,240000
12149,349000
1046,391256
6628,299000
3925,189000
11444,475000
803,79000
285,169500
10167,349000
12385,438000
3506,319000
3143,598000
3227,349000
11031,445000
5533,295000
12175,369000
3193,417000
182,525000
8394,259000
1319,170000
2084,329000
9380,395000
2436,215000
3140,350000
7546,622008
9301,260000
7365,230000
520,310000
5538,284727
9546,639000
3363,258000
7181,249000
7408,395000
4963,467500
6356,225000
5974,179000
5284,447000
12395,270000
10169,185000
3603,430000
3253,535000
8938,239000
1485,439750
9136,429000
6319,469000
332,265000
3971,285000
3566,394000
6840,125000
8603,395000
10303,256000
1624,215000
8463,145000
6655,335000
1350,399000
11490,234500
12440,417162
2805,316500
12333,325000
6525,232750
5865,319000
5847,165000
7023,525000
1839,521000
8614,279000
12830,199900
8427,198000
12497,495000
2469,449296
12515,332000
2965,334000
734,435000
4535,295000
1424,330000
4995,449500
538,559000
7334,240000
5102,170000
8575,289000
3548,398500
5129,295000
12562,285000
5907,595000
9129,199999
6275,327096
6883,499000
8248,410000
11832,449000
7246,319000
10800,139000
1117,399000
3763,129500
5634,285000
3972,169000
3218,319000
3876,199000
5449,210000
9824,380000
8007,155000
676,280000
4540,158000
2293,295000
3736,475442
10882,249000
3867,360000
3167,595000
8837,242683
5231,340000
11475,310000
7043,179000
11462,215000
5007,239000
3019,695000
7027,179000
8958,225000
4227,130000
384,345000
1196,429000
11050,180000
8561,350000
7287,199000
11405,460000
6565,360000
4287,35000
10432,399000
768,369000
4761,365000
7604,285000
1026,695000
8035,635000
6403,349500
9303,392000
598,335000
3781,420000
11574,275000
8737,379000
1560,215000
11597,300000
3361,198000
5333,660000
2151,169000
1708,150000
622,355000
5778,169000
6123,490000
2987,139900
5583,650000
8262,325000
5208,235000
605,255000
9505,285000
9776,569000
11816,350000
438,260000
6546,285000
6229,250000
5600,545000
1830,750000
11366,539000
1426,145000
7826,265000
8002,150000
1271,525000
5640,390000
11699,349000
6966,379000
1048,150000
985,365000
1976,249000
10710,239000
12610,135000
11323,490000
970,419000
4528,360000
9651,375000
10554,475000
7028,99000
2416,299000
7880,459000
4455,150000
11827,260000
6202,325000
8709,260000
9939,465000
8290,389000
9402,180000
10355,149000
8425,599106
3485,159000
7162,220000
2068,179000
3090,349000
10307,169000
6633,300600
3662,525000
3129,170000
4173,345000
5754,449000
8343,459000
8099,430465
1201,329000
3494,769000
11398,352085
2077,298500
9964,332170
3465,165000
3891,357860
8782,245000
7968,299000
9704,498000
3417,525000
3231,125000
6876,469900
10116,699000
12479,179000
10953,457000
5464,429000
6365,340000
12607,265000
5187,453400
6455,230000
1962,300000
2229,365000
9919,139000
1444,298000
67,212000
10577,348000
6048,140000
9926,269000
10492,99000
3104,249000
12720,342500
7125,380000
9996,198000
5956,319000
10508,175000
11138,450000
1060,28000
315,139999
3241,370000
1446,349000
10635,325000
2357,174000
1341,348000
9697,165000
10359,237250
882,295000
1494,389000
1460,84000
5451,145000
9337,200000
12697,695000
1789,170000
5668,279000
5745,395000
5868,545000
10425,495000
4480,349500
8889,497500
3676,189000
3434,70000
12690,207000
368,240000
2882,389000
10978,349000
10318,450000
6267,265000
3996,229000
13124,350000
2456,196000
9782,269000
10501,449000
783,402380
10013,360000
6077,396500
8873,239000
10474,258000
6703,155000
2028,239000
10312,229999
2341,239000
6184,345000
2288,559500
2579,290000
10437,175000
4388,249000
6734,499000
5390,415000
8540,398000
6149,795000
7428,350000
1282,299999
9500,339000
2630,410000
1908,249000
5813,345000
1965,350000
4387,415742
10657,205000
6023,660000
10279,195000
3726,368000
4403,299000
7885,250000
29,599000
11170,225000
3915,220000
11591,719000
3030,179000
7863,294949
3315,359000
2786,157000
5574,179999
10931,279000
7964,260000
1878,299999
1524,295000
2037,255000
11200,205000
8935,289000
5019,399000
62,230000
7817,320000
6269,229000
1647,229649
4657,449000
3128,465000
6604,351284
1306,105000
10060,50000
3673,225000
1948,195000
11872,249000
12186,575000
932,425000
10606,275000
7993,325000
6662,135000
11809,435000
6277,345528
10276,269000
9179,270725
12919,370000
6612,149000
1749,298000
6538,349000
10220,318500
6081,469000
12483,345000
4116,555000
8252,290000
2681,350000
10243,521000
1234,166000
10616,189000
11843,425000
1690,295000
7132,379000
10478,549000
3879,249000
10959,695000
4293,660000
6974,299000
6084,469000
8368,229000
8178,699000
9096,383000
483,295000
11770,252000
3844,375000
11446,119000
2597,305626
1009,269000
3122,250000
4504,469000
2712,795000
5841,250000
12951,210000
11851,699000
8495,289564
12255,159000
9079,257000
761,690000
5057,349000
9827,220000
12890,180000
12835,449000
12827,229000
11913,550000
12345,436000
12877,220000
7857,135000
6369,325000
8150,445000
9639,199000
11226,289000
8291,320772
2099,189000
10108,369000
12744,220000
6209,399000
6027,389000
11751,345000
12151,239000
3837,386261
651,249000
4575,255000
7378,595000
7019,146000
7835,169000
5356,495000
4587,339000
261,325000
7841,340000
11289,180000
6661,389000
7455,645000
457,570500
8321,359000
8757,432000
6431,339750
6384,420000
10127,249000
4010,279000
10725,265000
1268,399000
8544,294000
5163,359000
9357,289000
5011,85000
12722,425000
6794,84999
10040,199000
309,279900
2822,245000
9953,245000
8183,690000
5254,370000
11762,275000
4374,299000
11393,135000
852,380000
10306,249000
9978,358000
75,440000
10019,137000
7429,395000
9789,356000
6307,258000
4231,195000
9788,587000
515,329000
4121,330000
5412,267500
4337,259000
78,239000
11554,430700
7608,569000
8762,449000
13047,386000
4239,349000
11284,349000
7504,365000
11485,260000
4686,599000
9706,305000
5311,450000
11862,245000
12716,356500
6576,171000
6342,545000
3226,329000
10034,180000
2726,250000
11005,199000
7731,435000
1682,320000
6555,650000
2859,269000
10613,378650
12210,219000
4925,209000
11436,299000
8804,110000
12579,299000
10430,220000
9451,229000
12494,159000
5436,159000
2794,280000
9065,284000
12330,695000
3623,165000
9502,325000
3094,447000
2973,199500
10483,360000
13097,275000
6335,260000
11760,225000
9248,165000
13055,675000
10848,319000
3400,590000
12278,139000
7553,658536
10274,440000
5207,199999
11658,224000
8806,169500
8970,249000
3724,457253
12964,449000
7076,419000
9719,527000
9131,229000
11632,399000
4980,269900
5681,364250
2040,255000
12735,169000
7153,239000
11162,40000
11426,279000
4064,185000
1399,110000
6659,590000
3369,220000
10205,320000
9917,285000
4134,313774
7275,495000
10770,426780
12380,59999
2017,495000
7740,305000
4157,263350
5031,653031
12506,395000
6848,199000
10935,237000
10361,124999
8770,389000
3731,150000
3068,275000
12889,355000
11158,298000
11159,199000
1437,225000
4647,175000
7758,169000
1577,304000
1377,235000
3582,399000
193,539000
6089,229000
7103,334000
1064,265000
7743,649000
11027,197500
5582,210000
862,215260
6497,310000
1294,219000
9672,589000
10948,265000
7420,299000
10897,219000
3191,355000
2925,449000
9529,229000
12060,150000
2162,195000
9378,125000
8279,549000
5282,386715
10685,149000
5491,269000
12812,285000
8965,299000
8168,249000
5918,250000
6437,305000
7538,489000
8338,269000
10558,252000
821,295000
2955,225000
1593,544000
7869,70000
6284,239000
4946,440000
329,279500
6472,125000
3975,299000
12825,325000
11802,233000
3215,305000
8503,350000
3406,145000
4330,539000
5664,230000
6631,149000
8184,465000
720,205000
2843,445000
931,559000
2383,170000
2899,129000
11458,375000
2935,447500
3125,560000
5164,359000
8197,160000
2251,545000
11202,225000
6674,199000
7127,389000
11857,196000
8601,285000
6803,299000
4071,337941
5146,425000
5855,219000
479,425000
6404,275000
2380,165000
590,195000
1150,325000
12644,419406
11947,400000
4584,215000
6728,310000
11540,475000
7171,295000
10464,330000
12012,229000
2818,275000
7858,90000
6135,479500
6600,165000
7259,328000
8088,299000
1748,259000
1422,199000
12784,595000
8068,380000
2213,398000
6286,549500
2982,369000
9538,384000
9869,475000
11215,545000
5874,285000
587,155000
6903,249000
8622,290000
8375,430000
7361,265000
12134,345000
